class,label
https://w3id.org/platoon/RotationalSpeedProperty,"""Rotational Speed Property""@en"
https://w3id.org/platoon/StateOfHealthCodeEvaluation,"""StateOfHealthCode Evaluation""@en"
https://w3id.org/platoon/StateOfHealthCodeProperty,"""State Of Health Code Property""@en"
https://w3id.org/platoon/TemperatureWeightProperty,"""Temperature Weight Property""@en"
https://w3id.org/platoon/ThermalPowerWeightProperty,"""Thermal Power Weight Property""@en"
https://w3id.org/platoon/ThresholdComfortLevelEvaluation,"""Threshold Comfort Level Evaluation""@en"
https://w3id.org/platoon/TorqueEvaluation,"""Torque Evaluation""@en"
https://w3id.org/platoon/TorqueProperty,"""Torque Property""@en"
https://w3id.org/platoon/VibrationEvaluation,"""Vibration Evaluation""@en"
https://w3id.org/platoon/VibrationProperty,"""Vibration Property""@en"
https://w3id.org/platoon/WaterContent,"""Water content ""@en"
https://w3id.org/platoon/WaterFlowEvaluation,"""Water Flow Evaluation""@en"
https://w3id.org/platoon/WaterFlowProperty,"""Water Flow Property""@en"
https://w3id.org/platoon/AnomalyIndicator,"""Anomaly Indicator""@en"
https://w3id.org/platoon/AverageForTypologyIndicator,"""Average For Typology Indicator""@en"
https://w3id.org/platoon/BenchmarkingAnalysis,"""Benchmarking Analysis""@en"
https://w3id.org/platoon/DeviationIndicator,"""Deviation Indicator""@en"
https://w3id.org/platoon/EnergyLosses,"""Energy Losses""@en"
https://w3id.org/platoon/OverCoolingIndicator,"""Over Cooling Indicator""@en"
https://w3id.org/platoon/OverHeatingIndicator,"""Over Heating Indicator""@en"
https://w3id.org/platoon/RankingIndicator,"""Ranking Indicator""@en"
https://w3id.org/platoon/ThermalEnergyMeter,"""Thermal Energy Meter""@en"
https://w3id.org/platoon/ThermalMeter,"""Thermal Meter""@en"
https://w3id.org/platoon/CurrentSensor,"""Current Sensor""@en"
https://w3id.org/platoon/DeviationSensor,"""Deviation Sensor""@en"
https://w3id.org/platoon/PositionSensor,"""Position Sensor""@en"
https://w3id.org/platoon/PressionSensor,"""Pression Sensor""@en"
https://w3id.org/platoon/SpeedSensor,"""Speed Sensor""@en"
https://w3id.org/platoon/VibrationSensor,"""Vibration Sensor""@en"
https://w3id.org/platoon/VoltageSensor,"""Voltage Sensor""@en"
https://w3id.org/platoon/AlarmCodeEvaluation,"""Alarm Code Evaluation""@en"
https://w3id.org/platoon/AlarmCodeProperty,"""Alarm Code Property""@en"
https://w3id.org/platoon/RenewableEnergyProductionInformationStatus,"""Renewable Energy Production Information  Status""@en"
https://w3id.org/platoon/RenewableEnergyProductionManualStopStatus,"""Renewable Energy Production Manual Stop Status""@en"
https://w3id.org/platoon/RenewableEnergyProductionStatus,"""Renewable Energy Production Status""@en"
https://w3id.org/platoon/RenewableEnergyProductionWarningStatus,"""Renewable Energy Production Warning Status""@en"
https://w3id.org/platoon/Status,"""Status""@en"
https://w3id.org/platoon/StatusCodeEvaluation,"""Status Code Evaluation""@en"
https://w3id.org/platoon/StatusCodeProperty,"""Status Code Property""@en"
https://w3id.org/platoon/AirTemperatureEvaluation,"""Air Temperature Evaluation""@en"
https://w3id.org/platoon/AirTemperatureProperty,"""Air Temperature Property""@en"
https://w3id.org/platoon/AzimuthEvaluation,"""Azimuth Evaluation""@en"
https://w3id.org/platoon/AzimuthProperty,"""Azimuth Property""@en"
https://w3id.org/platoon/CloudCoverEvaluation,"""CloudCover Evaluation""@en"
https://w3id.org/platoon/CloudCoverProperty,"""Cloud Cover Property""@en"
https://w3id.org/platoon/CloudOpacityEvaluation,"""Cloud Opacity Evaluation""@en"
https://w3id.org/platoon/CloudOpacityProperty,"""Cloud Opacity Property""@en"
https://w3id.org/platoon/CloudTypeEvaluation,"""Cloud Type Evaluation""@en"
https://w3id.org/platoon/CloudTypeProperty,"""Cloud Type Property""@en"
https://w3id.org/platoon/DiffuseSolarRadiationEvaluation,"""Diffuse Solar Radiation Evaluation""@en"
https://w3id.org/platoon/DiffuseSolarRadiationProperty,"""DiffusdeSolar Radiation""@en"
https://w3id.org/platoon/DirectSolarRadiationEvaluation,"""Direct Solar Radiation Evaluation""@en"
https://w3id.org/platoon/DirectSolarRadiationProperty,"""Direct Solar Radiation""@en"
https://w3id.org/platoon/ForecastOfAirTemperatureProperty,"""Forecast Of Air Temperature Property""@en"
https://w3id.org/platoon/ForecastOfAzimuthProperty,"""Forecast Of azimuth Property""@en"
https://w3id.org/platoon/ForecastOfCloudCoverProperty,"""Forecast Of Cloud Cover Property""@en"
https://w3id.org/platoon/ForecastOfCloudOpacityProperty,"""Forecast Of Cloud Opacity Property""@en"
https://w3id.org/platoon/ForecastOfCloudTypeProperty,"""Forecast Of Cloud Type Property""@en"
https://w3id.org/platoon/ForecastOfDiffuseSolarRadiationProperty,"""Forecast Of diffuse solar radiation Property""@en"
https://w3id.org/platoon/ForecastOfDirectSolarRadiationProperty,"""Forecast Of direct solar radiation Property""@en"
https://w3id.org/platoon/ForecastOfHumidityProperty,"""Forecast Of Humidity Property""@en"
https://w3id.org/platoon/ForecastOfMoonriseProperty,"""Forecast Of Moonrise Property""@en"
https://w3id.org/platoon/ForecastOfMoonsetProperty,"""Forecast Of Moonset Property""@en"
https://w3id.org/platoon/ForecastOfOzoneProperty,"""Forecast Of Ozone Property""@en"
https://w3id.org/platoon/ForecastOfPrecipitationProperty,"""Forecast Of Precipitation Property""@en"
https://w3id.org/platoon/ForecastOfPressureProperty,"""Forecast Of Pressure Property""@en"
https://w3id.org/platoon/ForecastOfSeaLevelPressureProperty,"""Forecast Of SeaLevelPressure Property""@en"
https://w3id.org/platoon/ForecastOfSnowDepthProperty,"""Forecast Of Snow Depth Property""@en"
https://w3id.org/platoon/ForecastOfSnowFallProperty,"""Forecast Of Snow Fall Property""@en"
https://w3id.org/platoon/ForecastOfSolarRadiationProperty,"""Forecast Of Solar Radiation Property""@en"
https://w3id.org/platoon/ForecastOfSunriseProperty,"""Forecast Of Sunrise Property""@en"
https://w3id.org/platoon/ForecastOfSunsetProperty,"""Forecast Of Sunset Property""@en"
https://w3id.org/platoon/ForecastOfTemperatureProperty,"""Forecast Of  Temperature Property""@en"
https://w3id.org/platoon/ForecastOfUltravioletIndexProperty,"""Forecast Of UltravioletIndex Property""@en"
https://w3id.org/platoon/ForecastOfVisibilityProperty,"""Forecast Of Visibility Property""@en"
https://w3id.org/platoon/ForecastOfWindDirectionProperty,"""Forecast Of WindDirection Property""@en"
https://w3id.org/platoon/ForecastOfWindGustSpeedProperty,"""Forecast Of Wind Gust Speed Property""@en"
https://w3id.org/platoon/ForecastOfWindSpeedProperty,"""Forecast Of Wind  Speed Property""@en"
https://w3id.org/platoon/ForecastOfZenithProperty,"""Forecast Of zenith Property""@en"
https://w3id.org/platoon/HeatRateEvaluation,"""Heat Rate Evaluation""@en"
https://w3id.org/platoon/HumidityEvaluation,"""Humidity Evaluation""@en"
https://w3id.org/platoon/MoonriseEvaluation,"""Moonrise Evaluation""@en"
https://w3id.org/platoon/MoonriseProperty,"""Moonrise Property""@en"
https://w3id.org/platoon/MoonsetEvaluation,"""Moonset Evaluation""@en"
https://w3id.org/platoon/MoonsetProperty,"""Moonset Property""@en"
https://w3id.org/platoon/OzoneEvaluation,"""Ozone Evaluation""@en"
https://w3id.org/platoon/OzoneProperty,"""Ozone Property""@en"
https://w3id.org/platoon/PrecipitationEvaluation,"""Precipitation Evaluation""@en"
https://w3id.org/platoon/PrecipitationProperty,"""Precipitation Property""@en"
https://w3id.org/platoon/ReflectedSolarRadiationEvaluation,"""Reflected Solar Radiation Evaluation""@en"
https://w3id.org/platoon/ReflectedSolarRadiationProperty,"""Reflected Solar Radiation""@en"
https://w3id.org/platoon/SeaLevelPressureEvaluation,"""Sea Level Pressure Evaluation""@en"
https://w3id.org/platoon/SeaLevelPressureProperty,"""Sea Level Pressure Property""@en"
https://w3id.org/platoon/SnowDepthEvaluation,"""Snow Depth  Evaluation""@en"
https://w3id.org/platoon/SnowDepthProperty,"""Snow Depth  Property""@en"
https://w3id.org/platoon/SnowFallEvaluation,"""SnowFall Evaluation""@en"
https://w3id.org/platoon/SnowFallProperty,"""Snow Fall Property""@en"
https://w3id.org/platoon/SolarElevationAngleEvaluation,"""Solar Elevation Angle  Evaluation""@en"
https://w3id.org/platoon/SolarElevationAngleProperty,"""Solar Elevation Angle  Property""@en"
https://w3id.org/platoon/SolarHourAngleEvaluation,"""Solar Hour Angle Evaluation""@en"
https://w3id.org/platoon/SolarHourAngleProperty,"""Solar Hour Angle  Property""@en"
https://w3id.org/platoon/SolarInsolationEvaluation,"""Solar Insolation Evaluation""@en"
https://w3id.org/platoon/SolarInsolationProperty,"""Solar Insolation Property""@en"
https://w3id.org/platoon/SolarRadiationEvaluation,"""Solar Radiation Evaluation""@en"
https://w3id.org/platoon/SunriseEvaluation,"""Sunrise  Evaluation""@en"
https://w3id.org/platoon/SunriseProperty,"""Sunrise  Property""@en"
https://w3id.org/platoon/SunsetEvaluation,"""Sunset  Evaluation""@en"
https://w3id.org/platoon/SunsetProperty,"""Sunset  Property""@en"
https://w3id.org/platoon/UltravioletIndexEvaluation,"""UltravioletIndex  Evaluation""@en"
https://w3id.org/platoon/UltravioletIndexProperty,"""Ultraviolet Index  Property""@en"
https://w3id.org/platoon/VisibilityEvaluation,"""Visibility  Evaluation""@en"
https://w3id.org/platoon/VisibilityProperty,"""Visibility  Property""@en"
https://w3id.org/platoon/WeatherProperty,"""Weather  Property""@en"
https://w3id.org/platoon/WeatherStation,"""Weather Station""@en"
https://w3id.org/platoon/WindGustSpeedEvaluation,"""Wind Gust Speed  Evaluation""@en"
https://w3id.org/platoon/WindGustSpeedProperty,"""Wind Gust Speed  Property""@en"
https://w3id.org/platoon/ZenithEvaluation,"""Zenith Evaluation""@en"
https://w3id.org/platoon/ZenithProperty,"""Zenith Property""@en"
https://w3id.org/platoon/OffshoreWindTurbine,"""Offshore Wind Turbine""@en"
